"Year","Month","Day","Venue","Place","Country","LatLng","Date"
1963,"Mar",10,"Hippodrome","Birmingham","England","52.4745979:-1.8975985",1963-03-10
1963,"Mar",12,"Granada Cinema","Bedford","England","52.1389275:-0.4665112",1963-03-12
1963,"Mar",13,"Rialto Theatre","York","England","53.9520836:-1.0763812",1963-03-13
1963,"Mar",14,"Gaumont Cinema","Wolverhampton","England","52.5826797:-2.125597",1963-03-14
1963,"Mar",15,"Colston Hall","Bristol","England","51.4547539:-2.5984249",1963-03-15
1963,"Mar",16,"City Hall","Sheffield","England","53.380703:-1.4723061",1963-03-16
1963,"Mar",17,"Embassy Cinema","Peterborough","England","52.5752449:-0.2412231",1963-03-17
1963,"Mar",18,"Regal Cinema","Gloucester","England","51.8659401:-2.2425251",1963-03-18
1963,"Mar",19,"Regal Cinema","Cambridge","England","52.2027855:0.1234218",1963-03-19
1963,"Mar",20,"ABC Cinema","Romford","England","51.5730286:0.1835556",1963-03-20
1963,"Mar",21,"ABC Cinema","Croydon","England","51.3826332:-0.1077598",1963-03-21
1963,"Mar",22,"Gaumont Cinema","Doncaster","England","53.5227585:-1.1299248",1963-03-22
1963,"Mar",23,"City Hall","Newcastle","England","54.9771233:-1.6103628",1963-03-23
1963,"Mar",24,"Empire Theatre","Liverpool","England","53.4088058:-2.9783382",1963-03-24
1963,"Mar",26,"Granada Cinema","Mansfield","England","53.1448288:-1.1971986",1963-03-26
1963,"Mar",27,"ABC Cinema","Northampton","England","52.2398682:-0.8894902",1963-03-27
1963,"Mar",28,"ABC Cinema","Exeter","England","50.7251472:-3.528564",1963-03-28
1963,"Mar",29,"Odeon Cinema","Lewisham","England","51.4636307:-0.0118446",1963-03-29
1963,"Mar",30,"Guildhall","Portsmouth","England","50.7976494:-1.0927387",1963-03-30
1963,"Mar",31,"De Montfort Hall","Leicester","England","52.6249847:-1.1220458",1963-03-31
1963,"Apr",2,"Azena Ballroom","Sheffield","England","53.3429489:-1.4214487",1963-04-02
1963,"Apr",4,"Roxburgh Hall","Buckingham","England","52.0299225:-1.0210794",1963-04-04
1963,"Apr",6,"Pavilion Gardens Ballroom","Buxton","England","53.2579498:-1.9187129",1963-04-06
1963,"Apr",7,"Savoy Ballroom","Southsea","England","50.7795486:-1.0768178",1963-04-07
1963,"Apr",8,"Swimming Baths","Leyton","England","51.573349:-0.0093918",1963-04-08
1963,"Apr",9,"Gaumont State Cinema","Kilburn","England","51.5415916:-0.1978592",1963-04-09
1963,"Apr",10,"Majestic Ballroom","Birkenhead","England","53.3920174:-3.0242443",1963-04-10
1963,"Apr",11,"Co-operative Hall","Middleton","England","53.5505867:-2.1978745",1963-04-11
1963,"Apr",12,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-04-12
1963,"Apr",15,"Bridge Hotel","Tenbury Wells","England","52.3133926:-2.5950184",1963-04-15
1963,"Apr",17,"Majestic Ballroom","Luton","England","51.8827629:-0.4186875",1963-04-17
1963,"Apr",19,"Mersey Beat Showcase","Stoke-on-Trent","England","53.0046387:-2.1816714",1963-04-19
1963,"Apr",20,"Mersey View Pleasure Grounds","Frodsham","England","53.296154:-2.7247193",1963-04-20
1963,"Apr",21,"NME Poll-Winners' All-Star Concert","Wembley","England","51.5580826:-0.2829731",1963-04-21
1963,"Apr",21,"Pigalle Club","London","England","51.509449:-0.1349258",1963-04-21
1963,"Apr",23,"Floral Hall","Southport","England","53.6520195:-3.0062146",1963-04-23
1963,"Apr",24,"Mersey Beat Showcase","London","England","51.5652161:-0.1052566",1963-04-24
1963,"Apr",25,"Mersey Beat Showcase","Croydon","England","51.4256592:-0.0326103",1963-04-25
1963,"Apr",26,"Music Hall","Shrewsbury","England","52.7074165:-2.7540493",1963-04-26
1963,"Apr",27,"Memorial Hall","Northwich","England","53.2607193:-2.510215",1963-04-27
1963,"May",11,"Imperial Ballroom","Nelson","England","53.8380318:-2.2202952",1963-05-11
1963,"May",14,"Rink Ballroom","Sunderland","England","54.9040985:-1.385715",1963-05-14
1963,"May",15,"Royalty Theatre","Chester","England","53.193882:-2.8817198",1963-05-15
1963,"May",17,"Grosvenor Rooms","Norwich","England","52.6285057:1.3046479",1963-05-17
1963,"May",18,"Adelphi Cinema","Slough","England","51.5108261:-0.6020379",1963-05-18
1963,"May",19,"Gaumont Cinema","Stoke-on-Trent","England","53.0248337:-2.1776237",1963-05-19
1963,"May",20,"Gaumont Cinema","Southampton","England","50.9085503:-1.4102401",1963-05-20
1963,"May",22,"Gaumont Cinema","Ipswich","England","52.0573845:1.1603169",1963-05-22
1963,"May",23,"Odeon Cinema","Nottingham","England","52.9536629:-1.1527115",1963-05-23
1963,"May",24,"Granada Cinema","Walthamstow","England","51.5860138:-0.0203151",1963-05-24
1963,"May",25,"City Hall","Sheffield","England","53.380703:-1.4723061",1963-05-25
1963,"May",26,"Empire Theatre","Liverpool","England","53.4088058:-2.9783382",1963-05-26
1963,"May",27,"Capitol Cinema","Cardiff","England","51.4827194:-3.1716263",1963-05-27
1963,"May",28,"Gaumont Cinema","Worcester","England","52.1958389:-2.221915",1963-05-28
1963,"May",29,"Rialto Theatre","York","England","53.9520836:-1.0763812",1963-05-29
1963,"May",30,"Odeon Cinema","Manchester","England","53.4768524:-2.2429223",1963-05-30
1963,"May",31,"Odeon Cinema","Southend-on-Sea","England","51.5336227:0.7981456",1963-05-31
1963,"Jun",1,"Granada Cinema","Tooting","England","51.4267006:-0.1665518",1963-06-01
1963,"Jun",2,"Hippodrome","Brighton","England","50.8217735:-0.1426493",1963-06-02
1963,"Jun",3,"Granada Cinema","Woolwich","England","51.4932671:0.0618464",1963-06-03
1963,"Jun",4,"Town Hall","Birmingham","England","52.4795609:-1.9037555",1963-06-04
1963,"Jun",5,"Odeon Cinema","Leeds","England","53.7992401:-1.5417042",1963-06-05
1963,"Jun",7,"Odeon Cinema","Glasgow","England","55.862854:-4.2556677",1963-06-07
1963,"Jun",8,"City Hall","Newcastle","England","54.9771233:-1.6103628",1963-06-08
1963,"Jun",9,"King George's Hall","Blackburn","England","53.7500992:-2.4847107",1963-06-09
1963,"Jun",10,"Pavilion","Bath","England","51.3811913:-2.3539481",1963-06-10
1963,"Jun",12,"Grafton Rooms","Liverpool","England","53.4158249:-2.957613",1963-06-12
1963,"Jun",13,"Palace Theatre Club","Stockport","England","53.405098:-2.1386914",1963-06-13
1963,"Jun",13,"Southern Sporting Club","Manchester","England","53.4651375:-2.194401",1963-06-13
1963,"Jun",14,"Tower Ballroom","New Brighton","England","53.4367676:-3.036397",1963-06-14
1963,"Jun",15,"City Hall","Salisbury","England","51.07024:-1.8005481",1963-06-15
1963,"Jun",16,"Odeon Cinema","Romford","England","51.5752258:0.1830178",1963-06-16
1963,"Jun",21,"Odeon Cinema","Guildford","England","51.2375259:-0.5657959",1963-06-21
1963,"Jun",22,"Town Hall","Abergavenny","England","51.8221092:-3.0176716",1963-06-22
1963,"Jun",25,"Astoria Ballroom","Middlesbrough","England","54.5780334:-1.2377161",1963-06-25
1963,"Jun",26,"Majestic Ballroom","Newcastle","England","54.9703789:-1.6187091",1963-06-26
1963,"Jun",28,"Queen's Hall","Leeds","England","53.7936745:-1.5450168",1963-06-28
1963,"Jun",30,"ABC Cinema","Great Yarmouth","England","52.607975:1.7285174",1963-06-30
1963,"Jul",5,"Plaza","Handsworth","England","52.5110664:-1.9398918",1963-07-05
1963,"Jul",5,"Plaza","Old Hill","England","52.4740562:-2.0658107",1963-07-05
1963,"Jul",6,"Memorial Hall","Northwich","England","53.2607193:-2.510215",1963-07-06
1963,"Jul",7,"ABC Theatre","Blackpool","England","53.8182106:-3.048851",1963-07-07
1963,"Jul",8,"Winter Gardens","Margate","England","51.3921204:1.3863829",1963-07-08
1963,"Jul",9,"Winter Gardens","Margate","England","51.3921204:1.3863829",1963-07-09
1963,"Jul",10,"Winter Gardens","Margate","England","51.3921204:1.3863829",1963-07-10
1963,"Jul",11,"Winter Gardens","Margate","England","51.3921204:1.3863829",1963-07-11
1963,"Jul",12,"Winter Gardens","Margate","England","51.3921204:1.3863829",1963-07-12
1963,"Jul",13,"Winter Gardens","Margate","England","51.3921204:1.3863829",1963-07-13
1963,"Jul",14,"ABC Theatre","Blackpool","England","53.8182106:-3.048851",1963-07-14
1963,"Jul",19,"Ritz Ballroom","Rhyl","England","53.3202171:-3.4974825",1963-07-19
1963,"Jul",20,"Ritz Ballroom","Rhyl","England","53.3202171:-3.4974825",1963-07-20
1963,"Jul",21,"Queen's Theatre","Blackpool","England","53.8148918:-3.0550146",1963-07-21
1963,"Jul",22,"Odeon Cinema","Weston-super-Mare","England","51.3466568:-2.9758654",1963-07-22
1963,"Jul",23,"Odeon Cinema","Weston-super-Mare","England","51.3466568:-2.9758654",1963-07-23
1963,"Jul",24,"Odeon Cinema","Weston-super-Mare","England","51.3466568:-2.9758654",1963-07-24
1963,"Jul",25,"Odeon Cinema","Weston-super-Mare","England","51.3466568:-2.9758654",1963-07-25
1963,"Jul",26,"Odeon Cinema","Weston-super-Mare","England","51.3466568:-2.9758654",1963-07-26
1963,"Jul",27,"Odeon Cinema","Weston-super-Mare","England","51.3466568:-2.9758654",1963-07-27
1963,"Jul",28,"ABC Cinema","Great Yarmouth","England","52.607975:1.7285174",1963-07-28
1963,"Jul",31,"Imperial Ballroom","Nelson","England","53.8380318:-2.2202952",1963-07-31
1963,"Aug",2,"Grafton Rooms","Liverpool","England","53.4158249:-2.957613",1963-08-02
1963,"Aug",3,"Cavern Club","Liverpool","England","53.4062843:-2.987946",1963-08-03
1963,"Aug",4,"Queen's Theatre","Blackpool","England","53.8148918:-3.0550146",1963-08-04
1963,"Aug",5,"Abbotsfield Park","Urmston","England","53.4468002:-2.3681493",1963-08-05
1963,"Aug",6,"Springfield Ballroom","Jersey","England","49.1903076:-2.0989518",1963-08-06
1963,"Aug",7,"Springfield Ballroom","Jersey","England","49.1903076:-2.0989518",1963-08-07
1963,"Aug",8,"Candie Gardens","Guernsey","England","49.4591141:-2.5409102",1963-08-08
1963,"Aug",9,"Springfield Ballroom","Jersey","England","49.1903076:-2.0989518",1963-08-09
1963,"Aug",10,"Springfield Ballroom","Jersey","England","49.1903076:-2.0989518",1963-08-10
1963,"Aug",11,"ABC Theatre","Blackpool","England","53.8182106:-3.048851",1963-08-11
1963,"Aug",12,"Odeon Cinema","Llandudno","England","53.3242073:-3.8341801",1963-08-12
1963,"Aug",13,"Odeon Cinema","Llandudno","England","53.3242073:-3.8341801",1963-08-13
1963,"Aug",14,"Odeon Cinema","Llandudno","England","53.3242073:-3.8341801",1963-08-14
1963,"Aug",15,"Odeon Cinema","Llandudno","England","53.3242073:-3.8341801",1963-08-15
1963,"Aug",16,"Odeon Cinema","Llandudno","England","53.3242073:-3.8341801",1963-08-16
1963,"Aug",17,"Odeon Cinema","Llandudno","England","53.3242073:-3.8341801",1963-08-17
1963,"Aug",18,"Princess Theatre","Torquay","England","50.4612846:-3.5300534",1963-08-18
1963,"Aug",19,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1963-08-19
1963,"Aug",20,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1963-08-20
1963,"Aug",21,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1963-08-21
1963,"Aug",22,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1963-08-22
1963,"Aug",23,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1963-08-23
1963,"Aug",24,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1963-08-24
1963,"Aug",25,"ABC Theatre","Blackpool","England","53.8182106:-3.048851",1963-08-25
1963,"Aug",26,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-08-26
1963,"Aug",27,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-08-27
1963,"Aug",28,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-08-28
1963,"Aug",29,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-08-29
1963,"Aug",30,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-08-30
1963,"Aug",31,"Odeon Cinema","Southport","England","53.6491814:-3.0026257",1963-08-31
1963,"Sep",4,"Gaumont Cinema","Worcester","England","52.1958389:-2.221915",1963-09-04
1963,"Sep",5,"Gaumont Cinema","Taunton","England","51.0146866:-3.1053569",1963-09-05
1963,"Sep",6,"Odeon Cinema","Luton","England","51.8836136:-0.4268038",1963-09-06
1963,"Sep",7,"Fairfield Hall","Croydon","England","51.4256592:-0.0326103",1963-09-07
1963,"Sep",8,"ABC Theatre","Blackpool","England","53.8182106:-3.048851",1963-09-08
1963,"Sep",13,"Public Hall","Preston","England","53.7592773:-2.703562",1963-09-13
1963,"Sep",14,"Memorial Hall","Northwich","England","53.2607193:-2.510215",1963-09-14
1963,"Sep",15,"Royal Albert Hall","London","England","51.5009308:-0.1774549",1963-09-15
1963,"Oct",5,"Concert Hall","Glasgow","England","55.8610229:-4.2720456",1963-10-05
1963,"Oct",6,"Carlton Theatre","Kirkcaldy","England","56.130764:-3.1375301",1963-10-06
1963,"Oct",7,"Caird Hall","Dundee","England","56.4598961:-2.9685616",1963-10-07
1963,"Oct",11,"Trentham Gardens","Trentham","England","52.9645844:-2.2029679",1963-10-11
1963,"Oct",15,"Floral Hall","Southport","England","53.6520195:-3.0062146",1963-10-15
1963,"Oct",19,"Pavilion Gardens Ballroom","Buxton","England","53.2579498:-1.9187129",1963-10-19
1963,"Oct",25,"Sundsta L_roverk","Karlstad","Sweden","59.3923149:13.5102224",1963-10-25
1963,"Oct",26,"Kungliga Tennishallen","Stockholm","Sweden","59.3505554:18.0958767",1963-10-26
1963,"Oct",27,"Cirkus","Gothenburg","Sweden","57.6984787:11.9807625",1963-10-27
1963,"Oct",28,"Boras Hallen","Boras","Sweden","57.7169914:12.9286518",1963-10-28
1963,"Oct",29,"Sporthallen","Eskilstuna","Sweden","59.3738518:16.5096302",1963-10-29
1963,"Nov",1,"Odeon Cinema","Cheltenham","England","51.9012604:-2.0717409",1963-11-01
1963,"Nov",2,"City Hall","Sheffield","England","53.380703:-1.4723061",1963-11-02
1963,"Nov",3,"Odeon Cinema","Leeds","England","53.7992401:-1.5417042",1963-11-03
1963,"Nov",4,"Royal Command Performance","London","England","51.5101776:-0.1321605",1963-11-04
1963,"Nov",5,"Adelphi Cinema","Slough","England","51.5108261:-0.6020379",1963-11-05
1963,"Nov",6,"ABC Cinema","Northampton","England","52.2398682:-0.8894902",1963-11-06
1963,"Nov",7,"Adelphi Cinema","Dublin","Ireland","53.348217:-6.2622471",1963-11-07
1963,"Nov",8,"Ritz Cinema","Belfast","England","54.5960999:-5.9350004",1963-11-08
1963,"Nov",9,"Granada Cinema","East Ham","England","51.5328636:0.0506924",1963-11-09
1963,"Nov",10,"Hippodrome","Birmingham","England","52.4745979:-1.8975985",1963-11-10
1963,"Nov",13,"ABC Cinema","Plymouth","England","50.3688507:-4.1451783",1963-11-13
1963,"Nov",14,"ABC Cinema","Exeter","England","50.7251472:-3.528564",1963-11-14
1963,"Nov",15,"Colston Hall","Bristol","England","51.4547539:-2.5984249",1963-11-15
1963,"Nov",16,"Winter Gardens Theatre","Bournemouth","England","50.7168808:-1.8800247",1963-11-16
1963,"Nov",17,"Coventry Theatre","Coventry","England","52.4106522:-1.5088177",1963-11-17
1963,"Nov",19,"Gaumont Cinema","Wolverhampton","England","52.5826797:-2.125597",1963-11-19
1963,"Nov",20,"ABC Cinema","Manchester","England","53.4696198:-2.2224784",1963-11-20
1963,"Nov",21,"ABC Cinema","Carlisle","England","54.8925591:-2.9309704",1963-11-21
1963,"Nov",22,"Globe Cinema","Stockton-on-Tees","England","54.5670624:-1.313339",1963-11-22
1963,"Nov",23,"City Hall","Newcastle","England","54.9771233:-1.6103628",1963-11-23
1963,"Nov",24,"ABC Cinema","Hull","England","53.7453308:-0.3457367",1963-11-24
1963,"Nov",26,"Regal Cinema","Cambridge","England","52.2027855:0.1234218",1963-11-26
1963,"Nov",27,"Rialto Theatre","York","England","53.9520836:-1.0763812",1963-11-27
1963,"Nov",28,"ABC Cinema","Lincoln","England","53.2287979:-0.538322",1963-11-28
1963,"Nov",29,"ABC Cinema","Huddersfield","England","53.6459084:-1.7848545",1963-11-29
1963,"Nov",30,"Empire Theatre","Sunderland","England","54.9064102:-1.3889766",1963-11-30
1963,"Dec",1,"De Montfort Hall","Leicester","England","52.6249847:-1.1220458",1963-12-01
1963,"Dec",2,"Grosvenor House","London","England","51.509243:-0.1547769",1963-12-02
1963,"Dec",3,"Guildhall","Portsmouth","England","50.7976494:-1.0927387",1963-12-03
1963,"Dec",7,"Odeon Cinema","Liverpool","England","53.408783:-2.9773593",1963-12-07
1963,"Dec",8,"Odeon Cinema","Lewisham","England","51.4636307:-0.0118446",1963-12-08
1963,"Dec",9,"Odeon Cinema","Southend-on-Sea","England","51.5336227:0.7981456",1963-12-09
1963,"Dec",10,"Gaumont Cinema","Doncaster","England","53.5227585:-1.1299248",1963-12-10
1963,"Dec",11,"Futurist Theatre","Scarborough","England","54.2821503:-0.3966022",1963-12-11
1963,"Dec",12,"Odeon Cinema","Nottingham","England","52.9536629:-1.1527115",1963-12-12
1963,"Dec",13,"Gaumont Cinema","Southampton","England","50.9085503:-1.4102401",1963-12-13
1963,"Dec",14,"Wimbledon Palais","London","England","51.4160156:-0.1842657",1963-12-14
1963,"Dec",21,"Gaumont Cinema","Bradford","England","53.7921829:-1.7565143",1963-12-21
1963,"Dec",22,"Empire Theatre","Liverpool","England","53.4088058:-2.9783382",1963-12-22
1963,"Dec",26,"Astoria Cinema","London","England","51.56287:-0.1080018",1963-12-26
1963,"Dec",27,"Astoria Cinema","London","England","51.56287:-0.1080018",1963-12-27
1963,"Dec",28,"Astoria Cinema","London","England","51.56287:-0.1080018",1963-12-28
1963,"Dec",30,"Astoria Cinema","London","England","51.56287:-0.1080018",1963-12-30
1963,"Dec",31,"Astoria Cinema","London","England","51.56287:-0.1080018",1963-12-31
1964,"Jan",1,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-01
1964,"Jan",2,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-02
1964,"Jan",3,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-03
1964,"Jan",4,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-04
1964,"Jan",6,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-06
1964,"Jan",7,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-07
1964,"Jan",8,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-08
1964,"Jan",9,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-09
1964,"Jan",10,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-10
1964,"Jan",11,"Astoria Cinema","London","England","51.56287:-0.1080018",1964-01-11
1964,"Jan",15,"Cinema Cyrano","Versailles","France","48.8079453:2.1306987",1964-01-15
1964,"Jan",16,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-16
1964,"Jan",17,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-17
1964,"Jan",18,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-18
1964,"Jan",19,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-19
1964,"Jan",20,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-20
1964,"Jan",22,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-22
1964,"Jan",23,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-23
1964,"Jan",24,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-24
1964,"Jan",25,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-25
1964,"Jan",26,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-26
1964,"Jan",27,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-27
1964,"Jan",29,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-29
1964,"Jan",30,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-30
1964,"Jan",31,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-01-31
1964,"Feb",1,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-02-01
1964,"Feb",2,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-02-02
1964,"Feb",3,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-02-03
1964,"Feb",4,"Olympia Theatre","Paris","France","48.8701401:2.3283505",1964-02-04
1964,"Feb",9,"Ed Sullivan Show","New York City","United States","40.763855:-73.9832153",1964-02-09
1964,"Feb",11,"Washington Coliseum","Washington DC","United States","38.9049721:-77.0029602",1964-02-11
1964,"Feb",12,"Carnegie Hall","New York City","United States","40.765255:-73.9799118",1964-02-12
1964,"Feb",16,"Ed Sullivan Show","New York City","United States","40.763855:-73.9832153",1964-02-16
1964,"Apr",26,"NME Poll-Winners' All-Star Concert","Wembley","England","51.5580826:-0.2829731",1964-04-26
1964,"Apr",29,"ABC Cinema","Edinburgh","Scotland","55.9457092:-3.2058673",1964-04-29
1964,"Apr",30,"Odeon Cinema","Glasgow","Scotland","55.862854:-4.2556677",1964-04-30
1964,"May",31,"Prince Of Wales Theatre","London","England","51.5101776:-0.1321605",1964-05-31
1964,"Jun",5,"Treslong","Hillegom","Netherlands","52.2960052:4.5894742",1964-06-05
1964,"Jun",6,"Veilinghal Op Hoop Van Zegen","Blokker","Netherlands","52.662159:5.1065183",1964-06-06
1964,"Jun",9,"Princess Theatre","Kowloon","Hong Kong","22.2999096:114.1721497",1964-06-09
1964,"Jun",12,"Centennial Hall","Adelaide","Australia","-34.9466629:138.5867615",1964-06-12
1964,"Jun",13,"Centennial Hall","Adelaide","Australia","-34.9466629:138.5867615",1964-06-13
1964,"Jun",15,"Festival Hall","Melbourne","Australia","-37.8111305:144.9462891",1964-06-15
1964,"Jun",16,"Festival Hall","Melbourne","Australia","-37.8111305:144.9462891",1964-06-16
1964,"Jun",17,"Festival Hall","Melbourne","Australia","-37.8111305:144.9462891",1964-06-17
1964,"Jun",18,"Sydney Stadium","Sydney","Australia","-33.8765793:151.2294617",1964-06-18
1964,"Jun",19,"Sydney Stadium","Sydney","Australia","-33.8765793:151.2294617",1964-06-19
1964,"Jun",20,"Sydney Stadium","Sydney","Australia","-33.8765793:151.2294617",1964-06-20
1964,"Jun",22,"Town Hall","Wellington","New Zealand","-41.2891273:174.7769623",1964-06-22
1964,"Jun",23,"Town Hall","Wellington","New Zealand","-41.2891273:174.7769623",1964-06-23
1964,"Jun",24,"Town Hall","Auckland","New Zealand","-36.8527908:174.7633972",1964-06-24
1964,"Jun",25,"Town Hall","Auckland","New Zealand","-36.8527908:174.7633972",1964-06-25
1964,"Jun",26,"Town Hall","Dunedin","New Zealand","-45.8731194:170.5028534",1964-06-26
1964,"Jun",27,"Majestic Theatre","Christchurch","New Zealand","-43.5340767:172.6399384",1964-06-27
1964,"Jun",29,"Festival Hall","Brisbane","Australia","-27.4715462:153.0266418",1964-06-29
1964,"Jun",30,"Festival Hall","Brisbane","Australia","-27.4715462:153.0266418",1964-06-30
1964,"Jul",12,"Hippodrome","Brighton","England","50.8217735:-0.1426493",1964-07-12
1964,"Jul",23,"London Palladium","London","England","51.5142822:-0.1404351",1964-07-23
1964,"Jul",26,"Opera House","Blackpool","England","53.8175278:-3.0510423",1964-07-26
1964,"Jul",28,"Johanneshovs Isstadion","Stockholm","Sweden","59.2948799:18.0817871",1964-07-28
1964,"Jul",29,"Johanneshovs Isstadion","Stockholm","Sweden","59.2948799:18.0817871",1964-07-29
1964,"Aug",2,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1964-08-02
1964,"Aug",9,"Futurist Theatre","Scarborough","England","54.2821503:-0.3966022",1964-08-09
1964,"Aug",16,"Opera House","Blackpool","England","53.8175278:-3.0510423",1964-08-16
1964,"Aug",19,"Cow Palace","San Francisco","United States","37.7066078:-122.4187851",1964-08-19
1964,"Aug",20,"Convention Center","Las Vegas","United States","36.1303482:-115.151886",1964-08-20
1964,"Aug",21,"Coliseum","Seattle","United States","47.6221046:-122.3539429",1964-08-21
1964,"Aug",22,"Empire Stadium","Vancouver","Canada","49.2826004:-123.0332794",1964-08-22
1964,"Aug",23,"Hollywood Bowl","Los Angeles","United States","34.1126747:-118.3389206",1964-08-23
1964,"Aug",26,"Red Rocks Amphitheatre","Denver","United States","39.6655655:-105.2050781",1964-08-26
1964,"Aug",27,"Cincinnati Gardens","Cincinnati","United States","39.1811485:-84.4551849",1964-08-27
1964,"Aug",28,"Forest Hills Tennis Stadium","New York City","United States","40.7196884:-73.8499527",1964-08-28
1964,"Aug",29,"Forest Hills Tennis Stadium","New York City","United States","40.7196884:-73.8499527",1964-08-29
1964,"Aug",30,"Convention Hall","Atlantic City","United States","39.3550987:-74.438736",1964-08-30
1964,"Sep",2,"Convention Hall","Philadelphia","United States","39.9477463:-75.1934662",1964-09-02
1964,"Sep",3,"State Fair Coliseum","Indianapolis","United States","39.8297234:-86.1341858",1964-09-03
1964,"Sep",4,"Milwaukee Arena","Wisconsin","United States","43.042305:-87.9168167",1964-09-04
1964,"Sep",5,"International Amphitheatre","Chicago","United States","41.8181839:-87.6454086",1964-09-05
1964,"Sep",6,"Olympia Stadium","Detroit","United States","42.3544998:-83.1004028",1964-09-06
1964,"Sep",7,"Maple Leaf Gardens","Toronto","Canada","43.6621895:-79.3803787",1964-09-07
1964,"Sep",8,"Forum","Montreal","Canada","45.4901466:-73.5848236",1964-09-08
1964,"Sep",11,"Gator Bowl","Jacksonville","United States","30.3239117:-81.6373291",1964-09-11
1964,"Sep",12,"Boston Garden","Boston","United States","42.3658218:-71.061676",1964-09-12
1964,"Sep",13,"Civic Center","Baltimore","United States","39.2885437:-76.6187668",1964-09-13
1964,"Sep",14,"Civic Arena","Pittsburgh","United States","40.4417191:-79.9900513",1964-09-14
1964,"Sep",15,"Public Auditorium","Cleveland","United States","41.5036087:-81.6930161",1964-09-15
1964,"Sep",16,"City Park Stadium","New Orleans","United States","29.9897079:-90.0996094",1964-09-16
1964,"Sep",17,"Municipal Stadium","Kansas City","United States","39.0867043:-94.5577774",1964-09-17
1964,"Sep",18,"Memorial Auditorium","Dallas","United States","32.774807:-96.7984772",1964-09-18
1964,"Sep",20,"Paramount Theatre","New York City","United States","40.7570229:-73.9866409",1964-09-20
1964,"Oct",9,"Gaumont Cinema","Bradford","England","53.7921829:-1.7565143",1964-10-09
1964,"Oct",10,"De Montfort Hall","Leicester","England","52.6249847:-1.1220458",1964-10-10
1964,"Oct",11,"Odeon Cinema","Birmingham","England","52.4783669:-1.8973061",1964-10-11
1964,"Oct",13,"ABC Cinema","Wigan","England","53.5456963:-2.6287043",1964-10-13
1964,"Oct",14,"ABC Cinema","Manchester","England","53.4696198:-2.2224784",1964-10-14
1964,"Oct",15,"Globe Cinema","Stockton-on-Tees","England","54.5670624:-1.313339",1964-10-15
1964,"Oct",16,"ABC Cinema","Hull","England","53.7453308:-0.3457367",1964-10-16
1964,"Oct",19,"ABC Cinema","Edinburgh","England","55.9457092:-3.2058673",1964-10-19
1964,"Oct",20,"Caird Hall","Dundee","Scotland","56.4598961:-2.9685616",1964-10-20
1964,"Oct",21,"Odeon Cinema","Glasgow","Scotland","55.862854:-4.2556677",1964-10-21
1964,"Oct",22,"Odeon Cinema","Leeds","England","53.7992401:-1.5417042",1964-10-22
1964,"Oct",23,"Gaumont State Cinema","Kilburn","England","51.5415916:-0.1978592",1964-10-23
1964,"Oct",24,"Granada Cinema","Walthamstow","England","51.5860138:-0.0203151",1964-10-24
